iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
COL,South America,Colombia,2020-08-28,590492.0,8497.0,9764857,18766.0,299.0,314.0,11604924,166991,191908,368808,5876,6171,0.9,,,,,,,,,35136.0,2645758.0,51997,691,34919.0,686,297,3.4,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-29,599884.0,9392.0,9540143,19063.0,297.0,299286,11789505,184581,187492,374645,5837,5882,0.9,,,,,,,,,30398.0,2676156.0,52594,597,33458.0,658,293,3.4,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-30,607904.0,8020.0,9537857,19363.0,300.0,292429,11947122,157617,187447,380541,5896,5747,0.9,,,,,,,,,30154.0,2706310.0,53187,593,34355.0,675,287,3.5,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,55.84
COL,South America,Colombia,2020-08-31,615094.0,7190.0,9058.0,19662.0,299.0,292857,12088426,141305,178017,386417,5876,5756,0.9,,,,,,,,,30552.0,2736862.0,53787,0.6,33803.0,664,282,3.5,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-01,624026.0,8932.0,8844714,20050.0,388.0,308714,12263967,175.54,173825,394042,7625,6067,0.9,,,,,,,,,30506.0,2767368.0,54387,0.6,32869.0,646,273,3.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-02,633321.0,9295.0,8725429,20345.0,295.0,308714,12446641,182674,171481,399.84,5798,6067,0.9,,,,,,,,,26828.0,2794196.0,54914,527,31509.0,619,0.27,3.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-03,641574.0,8253.0,8511286,20618.0,273.0,307286,12608837,162196,167272,405205,5365,6039,0.89,,,,,,,,,33897.0,2828093.0,55.58,666,31067.0,611,266,3.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-04,650063.0,8489.0,8510143,20888.0,270.0,303143,12775671,166834,167.25,410511,5306,5958,0.89,,,,,,,,,35829.0,2863922.0,56285,704,31166.0,613,262,3.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-05,658456.0,8393.0,8367429,21156.0,268.0,299.0,12940619,164947,164445,415778,5267,5876,0.89,,,,,,,,,32010.0,2895932.0,56914,629,31397.0,617,0.26,3.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-06,666521.0,8065.0,8373857,21412.0,256.0,292714,13099.12,158501,164571,420809,5031,5753,0.89,,,,,,,,,27534.0,2923466.0,57455,541,31022.0,0.61,263,3.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,50.68
COL,South America,Colombia,2020-09-07,671848.0,5327.0,8107714,21615.0,203.0,279.0,13203811,104691,159341,424799,3.99,5483,0.88,,,,,,,,,30532.0,2953998.0,58055,0.6,31019.0,0.61,259,3.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-08,679513.0,7665.0,7926714,21817.0,202.0,252429,13354451,150.64,155784,428769,3.97,4961,0.88,,,,,,,,,32141.0,2986139.0,58687,632,31253.0,614,257,3.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-09,686851.0,7338.0,7647143,22053.0,236.0,244.0,13498665,144214,150289,433407,4638,4795,0.89,,,,,,,,,31714.0,3017853.0,59.31,623,31951.0,628,255,3.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-10,694664.0,7813.0,7584286,22275.0,222.0,236714,13652214,153549,149054,437.77,4363,4652,0.89,,,,,,,,,33895.0,3051748.0,59976,666,31951.0,628,255,3.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-11,702088.0,7424.0,7432143,22518.0,243.0,232857,13798117,145904,146064,442546,4776,4576,0.9,,,,,,,,,37755.0,3089503.0,60718,742,32226.0,633,251,4.0,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-12,708964.0,6876.0,7215429,22734.0,216.0,225429,13933251,135134,141805,446791,4245,4.43,0.9,,,,,,,,,32094.0,3121597.0,61349,631,32238.0,634,246,4.1,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-13,716319.0,7355.0,7114.0,22924.0,190.0,216.0,14077799,144548,139811,450525,3734,4245,0.91,,,,,,,,,31027.0,3152624.0,61958,0.61,32737.0,643,242,4.1,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,47.91
COL,South America,Colombia,2020-09-14,721892.0,5573.0,7149143,23123.0,199.0,215429,14187325,109526,140502,454436,3911,4234,0.91,,,,,,,,,27265.0,3179889.0,62494,536,32270.0,634,243,4.1,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-15,728590.0,6698.0,7011.0,23288.0,165.0,210143,14318.96,131636,137787,457678,3243,4.13,0.92,,,,,,,,,21867.0,3201756.0,62924,0.43,30802.0,605,242,4.1,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-16,736377.0,7787.0,7075143,23478.0,190.0,203571,14471998,153038,139048,461413,3734,4001,0.93,,,,,,,,,33837.0,3235593.0,63589,665,31106.0,611,241,4.1,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-17,743945.0,7568.0,7040143,23665.0,187.0,198571,14620732,148734,138.36,465088,3675,3903,0.94,,,,,,,,,50955.0,3286548.0,64.59,1001,33543.0,659,234,4.3,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-18,750471.0,6526.0,6911857,23665.0,0.0,163857,14748987,128255,135839,465088,0.0,3.22,0.94,,,,,,,,,33692.0,3320240.0,65253,662,32962.0,648,235,4.3,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-19,758398.0,7927.0,7062.0,24039.0,374.0,186429,14904776,155789,138789,472438,7.35,3664,0.94,,,,,,,,,32198.0,3352438.0,65885,633,32977.0,648,237,4.2,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-20,765076.0,6678.0,6965286,24208.0,169.0,183429,15036019,131243,136889,475759,3321,3605,0.94,,,,,,,,,28972.0,3381410.0,66455,569,32684.0,642,232,4.3,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,42.31
COL,South America,Colombia,2020-09-21,770435.0,5359.0,6934714,24397.0,189.0,182.0,15141339,105.32,136288,479474,3714,3577,0.94,,,,,,,,,30883.0,3412293.0,67062,607,33201.0,652,233,4.3,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-22,777537.0,7102.0,6992429,24397.0,0.0,158429,15280915,139575,137422,479474,0.0,3114,0.95,,,,,,,,,35958.0,3448251.0,67768,707,35214.0,692,225,4.4,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-23,784268.0,6731.0,6841571,24746.0,349.0,181143,15413199,132284,134457,486332,6859,3.56,0.95,,,,,,,,,38321.0,3486572.0,68522,753,35854.0,705,227,4.4,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-24,790823.0,6555.0,6696857,24746.0,0.0,154429,15542024,128825,131613,486332,0.0,3035,0.96,,,,,,,,,35391.0,3521963.0,69217,696,33631.0,661,227,4.4,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-25,798317.0,7494.0,6835143,25103.0,357.0,205429,15689303,147279,134331,493349,7016,4037,0.96,,,,,,,,,36408.0,3558371.0,69933,716,34019.0,669,0.22,4.5,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-26,806038.0,7721.0,6805714,25296.0,193.0,179571,15841044,151741,133753,497142,3793,3529,0.96,,,,,,,,,33818.0,3592189.0,70597,665,34250.0,673,218,4.6,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-27,813056.0,7018.0,6854286,25488.0,192.0,182857,15978968,137925,134707,500915,3773,3594,0.95,,,,,,,,,31669.0,3623858.0,71.22,622,34635.0,681,218,4.6,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,44.52
COL,South America,Colombia,2020-09-28,818203.0,5147.0,6824.0,25641.0,153.0,177714,16080122,101154,134112,503922,3007,3493,0.94,,,,,,,,,31181.0,3655039.0,71832,613,34678.0,682,214,4.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-29,824042.0,5839.0,6643571,25828.0,187.0,204429,16194876,114754,130566,507597,3675,4018,0.94,,,,,,,,,34342.0,3689381.0,72507,675,34447.0,677,212,4.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-09-30,829679.0,5637.0,6487286,25998.0,170.0,178857,16305.66,110784,127494,510938,3341,3515,0.94,,,,,,,,,35081.0,3724462.0,73197,689,33984.0,668,207,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-01,835339.0,5660.0,6359429,26196.0,198.0,207143,16416896,111236,124982,514829,3891,4071,0.96,,,,,,,,,38186.0,3762648.0,73947,0.75,34384.0,676,207,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-02,841532.0,6193.0,6173571,26397.0,201.0,184857,16538607,121711,121329,518.78,3.95,3633,0.98,,,,,,,,,42138.0,3804786.0,74775,828,35202.0,692,208,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-03,848147.0,6615.0,6015571,26556.0,159.0,180.0,16668611,130004,118224,521904,3125,3538,1.01,,,,,,,,,42625.0,3847411.0,75613,838,36460.0,717,205,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-04,855052.0,6905.0,5999429,26712.0,156.0,174857,16804315,135704,117907,524.97,3066,3436,1.04,,,,,,,,,32335.0,3879746.0,76249,635,36555.0,718,204,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,39.32
COL,South America,Colombia,2020-10-05,862158.0,7106.0,6279286,26844.0,132.0,171857,16943969,139654,123407,527564,2594,3378,1.07,,,,,,,,,35729.0,3915475.0,76951,702,37205.0,731,207,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-06,869808.0,7650.0,6538.0,27017.0,173.0,169857,17094314,150345,128491,530964,3.4,3338,1.09,,,,,,,,,37350.0,3952825.0,77685,734,37635.0,0.74,212,4.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-07,877684.0,7876.0,6857857,27180.0,163.0,168857,17249101,154787,134777,534168,3203,3319,1.09,,,,,,,,,37346.0,3990171.0,78419,734,37958.0,746,212,4.7,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-08,886179.0,8495.0,7262857,27180.0,0.0,140571,17416053,166952,142737,534168,0.0,2763,1.09,,,,,,,,,42048.0,4032219.0,79245,826,38510.0,757,209,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-09,894300.0,8121.0,7538286,27495.0,315.0,156857,17575655,159602,148.15,540359,6191,3083,1.08,,,,,,,,,49472.0,4081691.0,80217,972,39558.0,777,208,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-10,902747.0,8447.0,7800.0,27660.0,165.0,157714,17741663,166009,153293,543601,3243,3.1,1.07,,,,,,,,,44248.0,4125939.0,81087,0.87,39790.0,782,206,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-11,911316.0,8569.0,8037714,27834.0,174.0,160286,17910.07,168406,157965,547021,3.42,3.15,1.05,,,,,,,,,32130.0,4158069.0,81718,631,39760.0,781,207,4.8,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,42.17
COL,South America,Colombia,2020-10-12,919084.0,7768.0,8132286,27985.0,151.0,163.0,18062734,152664,159824,549988,2968,3203,1.03,,,,,,,,,28290.0,4186359.0,82274,556,38698.0,761,203,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-13,924098.0,5014.0,7755714,28141.0,156.0,160571,18161274,98.54,152423,553054,3066,3156,1.0,,,,,,,,,32583.0,4218942.0,82915,0.64,38017.0,747,203,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-14,930159.0,6061.0,7496429,28306.0,165.0,160857,18280391,119117,147327,556297,3243,3161,0.99,,,,,,,,,35777.0,4254719.0,83618,703,37793.0,743,202,5.0,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-15,936982.0,6823.0,7257571,28457.0,151.0,182429,18414483,134092,142633,559265,2968,3585,1.0,,,,,,,,,43426.0,4298145.0,84471,853,37989.0,747,202,5.0,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-16,945354.0,8372.0,7293429,28616.0,159.0,160143,18579018,164535,143338,562.39,3125,3147,1.01,,,,,,,,,43013.0,4341158.0,85317,845,37067.0,728,202,5.0,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-17,952371.0,7017.0,7089143,28803.0,187.0,163286,18716923,137905,139323,566065,3675,3209,1.02,,,,,,,,,43801.0,4384959.0,86177,861,37003.0,727,205,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-18,959572.0,7201.0,6893714,28970.0,167.0,162286,18858444,141521,135482,569347,3282,3189,1.03,,,,,,,,,31880.0,4416839.0,86804,627,36967.0,727,205,4.9,tests performed,,,,,,,,,,71.3,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,42.82
COL,South America,Colombia,2020-10-19,965883.0,6311.0,6685571,29102.0,132.0,159571,18982474,124.03,131391,571941,2594,3136,1.05,,,,,,,,,33429.0,4450268.0,87461,657,37701.0,741,206,4.9,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-20,974139.0,8256.0,7148714,29272.0,170.0,161571,19144729,162255,140493,575282,3341,3175,1.07,,,,,,,,,49556.0,4499824.0,88435,974,40126.0,789,206,4.9,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-21,981700.0,7561.0,7363.0,29464.0,192.0,165429,19293325,148596,144705,579055,3773,3251,1.08,,,,,,,,,47064.0,4546888.0,89.36,925,41738.0,0.82,205,4.9,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-22,990373.0,8673.0,7627286,29637.0,173.0,168571,19463775,170.45,149899,582455,3.4,3313,1.08,,,,,,,,,51398.0,4598286.0,90.37,1.01,42877.0,843,206,4.9,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-23,998942.0,8569.0,7655429,29802.0,165.0,169429,19632181,168406,150452,585698,3243,3.33,1.09,,,,,,,,,52549.0,4650835.0,91403,1033,44240.0,869,204,4.9,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-24,1007711.0,8769.0,7905714,30000.0,198.0,171.0,19804518,172337,155371,589589,3891,3361,1.1,,,,,,,,,50236.0,4701071.0,92.39,987,45159.0,888,0.2,5.0,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-25,1015885.0,8174.0,8044714,30154.0,154.0,169143,19965162,160643,158103,592616,3027,3324,1.11,,,,,,,,,32831.0,4733902.0,93035,645,45295.0,0.89,0.2,5.0,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,48.18
COL,South America,Colombia,2020-10-26,1025052.0,9167.0,8452714,30348.0,194.0,178.0,20145.32,180159,166121,596428,3813,3498,1.11,,,,,,,,,37819.0,4771721.0,93779,743,45922.0,903,198,5.1,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-27,1033218.0,8166.0,8439857,30565.0,217.0,184714,20305807,160486,165868,600693,4265,3.63,1.11,,,,,,,,,48314.0,4820035.0,94728,0.95,45744.0,899,199,5.0,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-28,1041935.0,8717.0,8605.0,30753.0,188.0,184143,20477122,171315,169114,604388,3695,3619,1.11,,,,,,,,,49004.0,4869039.0,95691,963,46022.0,904,198,5.1,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-29,1053122.0,11187.0,8964143,30926.0,173.0,184143,20696979,219858,176172,607788,3.4,3619,1.11,,,,,,,,,53229.0,4922268.0,96737,1046,46283.0,0.91,194,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-30,1063151.0,10029.0,9172714,31135.0,209.0,190429,20894079,197.1,180271,611895,4107,3742,1.1,,,,,,,,,51137.0,4973405.0,97742,1005,46081.0,906,192,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-10-31,1074184.0,11033.0,9496143,31314.0,179.0,187714,21110.91,216831,186627,615413,3518,3689,1.08,,,,,,,,,57051.0,5030456.0,98863,1121,47055.0,925,193,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-01,1083321.0,9137.0,9633714,31515.0,201.0,194429,21290.48,179569,189331,619363,3.95,3821,1.06,,,,,,,,,45575.0,5076031.0,99759,896,48876.0,961,0.19,5.3,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,39.1
COL,South America,Colombia,2020-11-02,1093256.0,9935.0,9743429,31653.0,138.0,186429,21485732,195252,191487,622076,2712,3664,1.04,,,,,,,,,30955.0,5106986.0,100367,608,47895.0,941,191,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-03,1099392.0,6136.0,9453429,31847.0,194.0,183143,21606322,120591,185788,625888,3813,3599,1.01,,,,,,,,,38051.0,5145037.0,101115,748,46429.0,912,191,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-04,1108086.0,8694.0,9450143,32013.0,166.0,180.0,21777185,170863,185723,629151,3262,3538,0.99,,,,,,,,,50685.0,5195722.0,102111,996,46669.0,917,192,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-05,1117977.0,9891.0,9265.0,32209.0,196.0,183286,21971573,194388,182085,633003,3852,3602,0.98,,,,,,,,,42835.0,5238557.0,102953,842,45184.0,888,194,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-06,1127733.0,9756.0,9226.0,32405.0,196.0,181429,22163307,191734,181318,636855,3852,3566,0.97,,,,,,,,,62426.0,5300983.0,104.18,1227,46797.0,0.92,194,5.2,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-07,1136447.0,8714.0,8894714,32595.0,190.0,183.0,22334563,171256,174808,640589,3734,3596,0.95,,,,,,,,,48532.0,5349515.0,105134,954,45580.0,896,195,5.1,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-11-08,1143887.0,7440.0,8652286,32791.0,196.0,182286,22480782,146218,170043,644441,3852,3582,0.94,,,,,,,,,32807.0,5382322.0,105779,645,43756.0,0.86,197,5.1,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,42.18
COL,South America,Colombia,2020-11-09,1149064.0,5177.0,7972571,32974.0,183.0,188714,22582525,101743,156685,648037,3596,3709,0.93,,,,,,,,,48464.0,5430786.0,106731,952,46257.0,909,195,5.1,tests performed,,,,,,,,,,65.74,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
