iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
COL,South America,Colombia,2020-06-15,53063.0,2124.0,1763429,1726.0,59.0,59714,1042846,41743,34657,33921,1.16,1174,1.31,,,,,,,,,12500.0,505235.0,9929,246,12689.0,249,167,6.0,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-16,54931.0,1868.0,1836143,1801.0,75.0,61286,1079558,36712,36086,35395,1474,1204,1.32,,,,,,,,,12380.0,517615.0,10173,243,12681.0,249,175,5.7,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-17,57046.0,2115.0,1909143,1864.0,63.0,61571,1121124,41566,37.52,36633,1238,1.21,1.33,,,,,,,,,15167.0,532782.0,10471,298,13168.0,259,0.19,5.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-18,60217.0,3171.0,2143571,1950.0,86.0,66.0,1183443,62.32,42128,38323,1.69,1297,1.34,,,,,,,,,15361.0,548143.0,10773,302,13469.0,265,194,5.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-19,63276.0,3059.0,2345429,2045.0,95.0,71429,1243562,60118,46095,40.19,1867,1404,1.34,,,,,,,,,17665.0,565808.0,11.12,347,14280.0,281,199,5.0,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-20,65633.0,2357.0,2412429,2126.0,81.0,76286,1289884,46322,47411,41782,1592,1499,1.32,,,,,,,,,17412.0,583220.0,11462,342,15121.0,297,205,4.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-21,68652.0,3019.0,2530429,2237.0,111.0,81429,1349216,59332,49.73,43964,2181,1.6,1.31,,,,,,,,,18405.0,601625.0,11824,362,15556.0,306,214,4.7,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,26.33
COL,South America,Colombia,2020-06-22,71183.0,2531.0,2588571,2310.0,73.0,83429,1398958,49742,50873,45398,1435,1.64,1.3,,,,,,,,,15971.0,617596.0,12138,314,16052.0,315,217,4.6,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-23,73572.0,2389.0,2663.0,2404.0,94.0,86143,1445909,46951,52336,47246,1847,1693,1.3,,,,,,,,,13871.0,631467.0,12.41,273,16265.0,0.32,222,4.5,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-24,77113.0,3541.0,2866714,2491.0,87.0,89571,1515.5,69591,56339,48956,1.71,1.76,1.3,,,,,,,,,17361.0,648828.0,12751,341,16578.0,326,226,4.4,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-25,80599.0,3486.0,2911714,2654.0,163.0,100571,1584.01,68.51,57224,52159,3203,1977,1.29,,,,,,,,,18383.0,667211.0,13113,361,17010.0,334,235,4.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-26,84442.0,3843.0,3023714,2811.0,157.0,109429,1659536,75526,59425,55245,3086,2151,1.28,,,,,,,,,18817.0,686028.0,13482,0.37,17174.0,338,0.24,4.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-27,88591.0,4149.0,3279714,2939.0,128.0,116143,1741077,81.54,64456,57.76,2516,2283,1.27,,,,,,,,,19122.0,705150.0,13858,376,17419.0,342,256,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-28,91769.0,3178.0,3302429,3178.0,239.0,134429,1803534,62457,64903,62457,4697,2642,1.24,,,,,,,,,17561.0,722711.0,14203,345,17298.0,0.34,256,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,33.14
COL,South America,Colombia,2020-06-29,95043.0,3274.0,3408571,3274.0,96.0,137714,1867878,64344,66989,64344,1887,2706,1.22,,,,,,,,,17598.0,740309.0,14549,346,17530.0,345,261,3.8,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-06-30,97846.0,2803.0,3467714,3334.0,60.0,132857,1922965,55087,68151,65523,1179,2611,1.2,,,,,,,,,17208.0,757517.0,14887,338,18007.0,354,0.26,3.8,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-01,102009.0,4163.0,3556571,3470.0,136.0,139857,2004.78,81815,69897,68196,2673,2749,1.19,,,,,,,,,18019.0,775536.0,15242,354,18101.0,356,268,3.7,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-02,106110.0,4101.0,3644429,3641.0,171.0,141.0,2085377,80597,71624,71556,3361,2771,1.18,,,,,,,,,19108.0,794644.0,15617,376,18205.0,358,265,3.8,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-03,109505.0,3395.0,3580429,3777.0,136.0,138.0,2152099,66722,70366,74229,2673,2712,1.16,,,,,,,,,20518.0,815162.0,16.02,403,18448.0,363,267,3.7,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-04,113389.0,3884.0,3542571,3942.0,165.0,143286,2228431,76332,69622,77472,3243,2816,1.17,,,,,,,,,20850.0,836012.0,16.43,0.41,18695.0,367,257,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-05,117110.0,3721.0,3620143,4064.0,122.0,126571,2301.56,73129,71147,79.87,2398,2488,1.19,,,,,,,,,20963.0,856975.0,16842,412,19181.0,377,0.26,3.8,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,35.6
COL,South America,Colombia,2020-07-06,120281.0,3171.0,3605429,4210.0,146.0,133714,2363879,62.32,70857,82739,2869,2628,1.2,,,,,,,,,20366.0,877341.0,17242,0.4,19576.0,385,256,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-07,124494.0,4213.0,3806857,4359.0,149.0,146429,2446677,82798,74816,85667,2928,2878,1.22,,,,,,,,,21039.0,898380.0,17656,413,20123.0,395,258,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-08,128638.0,4144.0,3804143,4527.0,168.0,151.0,2528119,81442,74763,88969,3302,2968,1.24,,,,,,,,,21332.0,919712.0,18075,419,20597.0,405,251,4.0,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-09,133973.0,5335.0,3980429,4714.0,187.0,153286,2632968,104849,78227,92644,3675,3013,1.26,,,,,,,,,21272.0,940984.0,18493,418,20906.0,411,255,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-10,140776.0,6803.0,4467286,4925.0,211.0,164.0,2766667,133699,87795,96791,4147,3223,1.27,,,,,,,,,23188.0,964172.0,18949,456,21287.0,418,249,4.0,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-11,145632.0,4856.0,4606143,5119.0,194.0,168143,2862102,95435,90524,100604,3813,3305,1.26,,,,,,,,,37461.0,1001633.0,19685,736,23660.0,465,246,4.1,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-12,150445.0,4813.0,4762143,5307.0,188.0,177571,2956692,94.59,93.59,104298,3695,3.49,1.26,,,,,,,,,25081.0,1026714.0,20178,493,24248.0,477,246,4.1,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,47.7
COL,South America,Colombia,2020-07-13,154277.0,3832.0,4856571,5455.0,148.0,177857,3032002,75.31,95446,107207,2909,3495,1.26,,,,,,,,,25533.0,1052247.0,20.68,502,24987.0,491,254,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-14,159898.0,5621.0,5057714,5625.0,170.0,180857,3142471,110469,99399,110548,3341,3554,1.28,,,,,,,,,25512.0,1077759.0,21181,501,25626.0,504,257,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-15,165169.0,5271.0,5218714,5814.0,189.0,183857,3246062,103591,102563,114262,3714,3613,1.3,,,,,,,,,25684.0,1103443.0,21686,505,26247.0,516,258,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-16,173206.0,8037.0,5604714,6029.0,215.0,187857,3404013,157951,110149,118488,4225,3692,1.32,,,,,,,,,25326.0,1128769.0,22184,498,26826.0,527,259,3.9,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-17,182140.0,8934.0,5909143,6288.0,259.0,194714,3579593,175.58,116132,123578,5.09,3827,1.33,,,,,,,,,25871.0,1154640.0,22692,508,27210.0,535,267,3.7,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-18,190700.0,8560.0,6438286,6516.0,228.0,199571,3747822,168229,126531,128059,4481,3922,1.31,,,,,,,,,26345.0,1180985.0,23.21,518,25622.0,504,276,3.6,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-19,197278.0,6578.0,6690429,6736.0,220.0,204143,3877099,129277,131487,132382,4324,4012,1.28,,,,,,,,,24039.0,1205024.0,23682,472,25473.0,501,279,3.6,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,63.56
COL,South America,Colombia,2020-07-20,204005.0,6727.0,7104.0,6929.0,193.0,210571,4009305,132206,139615,136175,3793,4138,1.25,,,,,,,,,26405.0,1231429.0,24201,519,25597.0,503,0.28,3.6,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-21,211038.0,7033.0,7305714,7166.0,237.0,220143,4147524,138219,143579,140833,4658,4326,1.22,,,,,,,,,26975.0,1258404.0,24731,0.53,25806.0,507,283,3.5,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-22,218428.0,7390.0,7608429,7373.0,207.0,222714,4292.76,145235,149528,144901,4068,4377,1.2,,,,,,,,,28772.0,1287176.0,25297,565,26248.0,516,292,3.4,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-23,226373.0,7945.0,7595286,7688.0,315.0,237.0,4448903,156143,149.27,151092,6191,4658,1.18,,,,,,,,,28402.0,1315578.0,25855,558,26687.0,524,301,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-24,233541.0,7168.0,7343.0,7975.0,287.0,241.0,4589775,140873,144312,156732,5.64,4736,1.17,,,,,,,,,28430.0,1344008.0,26414,559,27053.0,532,302,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-25,240795.0,7254.0,7156429,8269.0,294.0,250429,4732338,142563,140645,162.51,5778,4922,1.18,,,,,,,,,29508.0,1373516.0,26994,0.58,27504.0,541,308,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-26,248976.0,8181.0,7385429,8525.0,256.0,255571,4893119,160781,145146,167542,5031,5023,1.2,,,,,,,,,30004.0,1403520.0,27583,0.59,28357.0,557,309,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,77.36
COL,South America,Colombia,2020-07-27,257101.0,8125.0,7585143,8777.0,252.0,264.0,5052799,159.68,149071,172494,4953,5188,1.21,,,,,,,,,30265.0,1433785.0,28178,595,28908.0,568,315,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-28,267385.0,10284.0,8049571,9074.0,297.0,272571,5254.91,202111,158198,178331,5837,5357,1.22,,,,,,,,,31038.0,1464823.0,28788,0.61,29488.0,0.58,321,3.1,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-29,276055.0,8670.0,8232429,9454.0,380.0,297286,5425302,170391,161792,185799,7468,5843,1.2,,,,,,,,,32056.0,1496879.0,29418,0.63,29958.0,589,319,3.1,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-30,286020.0,9965.0,8521.0,9810.0,356.0,303143,5621144,195842,167463,192796,6996,5958,1.2,,,,,,,,,35599.0,1532478.0,30118,0.7,30986.0,609,314,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-07-31,295508.0,9488.0,8852429,10105.0,295.0,304286,5807611,186467,173977,198593,5798,5.98,1.19,,,,,,,,,36062.0,1568540.0,30826,709,32076.0,0.63,316,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-01,306181.0,10673.0,9340857,10330.0,225.0,294429,6017367,209756,183576,203015,4422,5786,1.19,,,,,,,,,35503.0,1604043.0,31524,698,32932.0,647,289,3.5,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-02,317651.0,11470.0,9810714,10650.0,320.0,303571,6242787,225.42,192.81,209304,6289,5966,1.18,,,,,,,,,40153.0,1644196.0,32313,789,34382.0,676,314,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,84.52
COL,South America,Colombia,2020-08-03,327850.0,10199.0,10107.0,11017.0,367.0,320.0,6443228,200441,198633,216517,7213,6289,1.16,,,,,,,,,37531.0,1681727.0,33051,738,35420.0,696,309,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-04,334979.0,7129.0,9656286,11315.0,298.0,320143,6583334,140106,189775,222373,5857,6292,1.13,,,,,,,,,39170.0,1720897.0,33821,0.77,36582.0,719,306,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-05,345714.0,10735.0,9951286,11624.0,309.0,310.0,6794308,210975,195572,228446,6073,6092,1.13,,,,,,,,,40505.0,1761402.0,34617,796,37789.0,743,309,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-06,357710.0,11996.0,10241429,11939.0,315.0,304143,7030065,235757,201275,234637,6191,5977,1.12,,,,,,,,,42674.0,1804076.0,35455,839,38800.0,763,309,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-07,367204.0,9494.0,10242286,12250.0,311.0,306429,7216651,186585,201291,240749,6112,6022,1.11,,,,,,,,,43502.0,1847578.0,36.31,855,39863.0,783,308,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-08,376870.0,9666.0,10098429,12540.0,290.0,315714,7406616,189966,198464,246448,5699,6205,1.11,,,,,,,,,36604.0,1884182.0,37.03,719,40020.0,787,332,3.0,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-09,387481.0,10611.0,9975714,12842.0,302.0,313143,7615154,208538,196052,252383,5935,6154,1.11,,,,,,,,,34474.0,1918656.0,37707,678,39209.0,771,311,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,76.94
COL,South America,Colombia,2020-08-10,397623.0,10142.0,9967571,13154.0,312.0,305286,7814475,199.32,195892,258515,6132,6.0,1.12,,,,,,,,,35386.0,1954042.0,38403,695,38902.0,765,317,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-11,410453.0,12830.0,10782.0,13475.0,321.0,308571,8066622,252148,211898,264824,6309,6064,1.12,,,,,,,,,40736.0,1994778.0,39203,801,39126.0,769,318,3.1,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-12,422519.0,12066.0,10972143,13837.0,362.0,316143,8303755,237133,215635,271938,7114,6213,1.1,,,,,,,,,49411.0,2044189.0,40174,971,40398.0,794,315,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-13,433805.0,11286.0,10870714,14145.0,308.0,315143,8525558,221803,213642,277991,6053,6193,1.08,,,,,,,,,43905.0,2088094.0,41037,863,40574.0,797,315,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-14,445111.0,11306.0,11129571,14492.0,347.0,320286,8747755,222197,218729,284811,6.82,6295,1.07,,,,,,,,,46112.0,2134206.0,41943,906,40947.0,805,314,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-15,456689.0,11578.0,11402714,14810.0,318.0,324286,8975297,227542,224097,291061,6.25,6373,1.06,,,,,,,,,42841.0,2177047.0,42785,842,41838.0,822,314,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-16,468332.0,11643.0,11550143,15097.0,287.0,322143,9204117,228.82,226995,296701,5.64,6331,1.05,,,,,,,,,40512.0,2217559.0,43582,796,42700.0,839,0.31,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,73.35
COL,South America,Colombia,2020-08-17,476660.0,8328.0,11291.0,15372.0,275.0,316857,9367787,163.67,221902,302106,5405,6227,1.03,,,,,,,,,34263.0,2251822.0,44255,673,42540.0,836,306,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-18,489122.0,12462.0,11238429,15619.0,247.0,306286,9612702,244915,220869,306.96,4854,6019,1.03,,,,,,,,,39368.0,2291190.0,45029,774,42345.0,832,0.31,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-19,502178.0,13056.0,11379857,15979.0,360.0,306.0,9869291,256589,223648,314035,7075,6014,1.01,,,,,,,,,37933.0,2329123.0,45774,745,40705.0,0.8,311,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-20,513719.0,11541.0,11416286,16183.0,204.0,291143,10096106,226815,224364,318044,4009,5722,0.99,,,,,,,,,37492.0,2366615.0,46511,737,39789.0,782,313,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-21,522138.0,8419.0,11003857,16568.0,385.0,296571,10261565,165458,216259,325.61,7566,5829,0.97,,,,,,,,,34713.0,2401328.0,47193,682,38160.0,0.75,315,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-22,533103.0,10965.0,10916286,16968.0,400.0,308286,10477059,215495,214537,333472,7861,6059,0.96,,,,,,,,,40620.0,2441948.0,47992,798,37843.0,744,0.31,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-23,541139.0,8036.0,10401.0,17316.0,348.0,317.0,10634991,157931,204411,340311,6839,6.23,0.95,,,,,,,,,23879.0,2465827.0,48461,469,35467.0,697,315,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,64.6
COL,South America,Colombia,2020-08-24,551688.0,10549.0,10718286,17612.0,296.0,320.0,10842.31,207319,210646,346128,5817,6289,0.95,,,,,,,,,34417.0,2500244.0,49137,676,35489.0,697,314,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-25,562113.0,10425.0,10427286,17889.0,277.0,324286,11047192,204882,204927,351572,5444,6373,0.94,,,,,,,,,37039.0,2537283.0,49865,728,35156.0,691,0.31,3.2,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-26,572243.0,10130.0,10009286,18184.0,295.0,315.0,11246277,199085,196712,357.37,5798,6191,0.92,,,,,,,,,36349.0,2573632.0,50.58,714,34930.0,686,304,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
COL,South America,Colombia,2020-08-27,581995.0,9752.0,9753714,18467.0,283.0,326286,11437933,191656,191689,362931,5562,6412,0.91,,,,,,,,,36990.0,2610622.0,51306,727,34858.0,685,301,3.3,tests performed,,,,,,,,,,87.04,50882884.0,44223,32.2,7646,4312,13254949,4.5,124.24,7.44,4.7,13.5,65386,1.71,77.29,767,
